CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-26-2017-026-03,6972,26,3,1,26,10,2,1N4AL3APXEC3,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,997,Smyrna Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL3AP*EC***,Direct,09OCT19:08:12:16,255.55207987794600000000
1-26-2017-026-03,6972,26,3,2,26,10,2,3VW5T7AUXGM0,3VW,VOLKSWAGEN GROUP OF AMERICA,Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Golf GTI,2016,PASSENGER CAR,"2.0T Base/ Performace Pkg. S, SE, Autobahn",,,,Hatchback/Liftback/Notchback,4,,2000,Manual/Standard,PUEBLA,,MEXICO,,,,,,,,,,,,,1147,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,Volkswagen,,4,,Gasoline,,,,157.34,211.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,3VW5T7AU*GM***,Indirect,09OCT19:08:15:32,255.55207987794600000000
1-26-2017-026-03,6972,26,3,3,26,10,2,JF1GPAU66F83,JF1,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Impreza,2015,PASSENGER CAR,,Sport+Moonroof,,,Wagon,4,2.0L NA,2000.0,Continuously Variable Transmission (CVT),OTA,GUNMA,JAPAN,,,,,,,,,,,,,1075,FHI (Main Plant ),,,,,,,,,,,,,,,,,,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,,,,,JF1GPAU6*F8***,Direct,09OCT19:08:17:32,255.55207987794600000000
1-26-2017-027-09,7019,27,9,1,26,10,2,3N1CB51D06L4,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,Sentra,2006,PASSENGER CAR,,,,,Sedan/Saloon,4,QG18DE,1800.0,,,,MEXICO,,,,,,,,,,,,,999,Aguascalientes Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,3N1CB51D*6L***,,09OCT19:08:15:22,5728.46124184930000000000
1-26-2017-028-09,7073,28,9,1,26,10,2,1FALP4043VF1,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Mustang,1997,PASSENGER CAR,Base,,,,Coupe,2,,3801.798848,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,108.13,145.00,150.00,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FALP404*VF***,,09OCT19:08:07:53,4333.88950040039000000000
1-26-2017-028-09,7073,28,9,2,26,10,2,JTEDP21A2500,JTE,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Highlander,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),MCU23L/MCU28L/ACU20L/ACU25L,STD,,,Wagon,4,3MZ-FE,3300.0,,KYUSHU,,JAPAN,,,,,,,,,,,,,962,"Toyota Motor Kyushu, Inc",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,,,,,JTEDP21A*50***,,09OCT19:08:18:33,4333.88950040039000000000
1-26-2017-029-06,7112,29,6,1,26,10,2,4S3BMBK68C30,4S3,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Legacy,2012,PASSENGER CAR,,Limited + M/R + 6CD HK,,,Sedan/Saloon,4,2.5NA U5,2500.0,Continuously Variable Transmission (CVT),LAFAYETTE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1075,SIA,,,,,,,,,,,,,,,,,,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,4S3BMBK6*C3***,Direct,09OCT19:08:15:47,1237.10755324379000000000
1-26-2017-030-06,7117,30,6,1,26,10,2,3N1AB6AP7CL7,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,Sentra,2012,PASSENGER CAR,,,,,Sedan/Saloon,4,,2000,,,,MEXICO,,,,,,,,,,,,,999,Aguascalientes Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,104.40,140.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,3N1AB6AP*CL***,Direct,09OCT19:08:15:14,1237.10755325357000000000
1-26-2017-030-06,7117,30,6,2,26,10,2,5TDXK3DC9BS0,5TD,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Sienna,2011,MULTIPURPOSE PASSENGER VEHICLE (MPV),GSL30L/GSL33L/GSL35L/ASL30L,,,S grade,Wagon,5,2GR-FE,3500.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1087,"Toyota Motor Manufacturing, Indiana, Inc.",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,197.61,265.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,,,,,5TDXK3DC*BS***,Direct,09OCT19:08:17:01,1237.10755325357000000000
1-26-2017-031-03,7166,31,3,1,26,10,2,1GTN1LEC1HZ1,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2017,TRUCK,,1500 Fleet/Base,,,Pickup,2,"L83 -Spark Ignited Direct Injection, Variable Valve Timing, AFM, E85 MAX, ALUM",5300.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,Standard,,,Standard,,,,Optional,,,,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,133.00,,4,,,,,,,,3,1,,4x2,2,,Hydraulic,,,,,,,GM,,8,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,,Regular,,,1GTN1LEC*HZ***,Direct,09OCT19:08:11:11,2528.04462840884000000000
1-26-2017-031-03,7166,31,3,2,26,10,2,2MELM75W7TX6,2ME,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",MERCURY,Grand Marquis,1996,PASSENGER CAR,,LS,Bayshore,,Sedan/Saloon,4,,4604.764984,,TALBOTVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,141.68,190.00,210.00,Single Overhead Cam (SOHC),,,Automatic,,1st Row (Driver & Passenger),,,,,,0,,,,,2MELM75W*TX***,,09OCT19:08:14:03,2528.04462840884000000000
1-26-2017-032-06,7196,32,6,1,26,10,2,2HGFG12869H5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2009,PASSENGER CAR,EX,,,,Coupe,2,R18A1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFG128*9H***,Direct,09OCT19:08:13:53,557.21218390525400000000
1-26-2017-032-06,7196,32,6,2,26,10,2,1GNEK13T21J3,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),1500,1/2 Ton,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LM7,5300.0,,JANESVILLE,WISCONSIN,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,,,,1GNEK13T*1J***,,09OCT19:08:10:53,557.21218390525400000000
1-26-2017-032-06,7196,32,6,3,26,10,2,JTDKN3DU1A02,JTD,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,PRIUS,2010,PASSENGER CAR,ZVW30L,,,,Sedan/Saloon,,2ZR-FXE+3JM,1800.0,,TSUTSUMI,AICHI,JAPAN,,,,,,,,,,,,,962,Toyota Motor Corp.,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,Electric,,In-Line,,,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,,,,,JTDKN3DU*A0***,Direct,09OCT19:08:18:29,557.21218390525400000000
1-26-2017-034-03,7241,34,3,1,26,10,2,1HGCR3F84FA0,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2015,PASSENGER CAR,EX-L-V6,,,,Sedan/Saloon,4,J35Y1,3474.057568,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,6,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,207.30,278.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1HGCR3F8*FA***,Indirect,09OCT19:08:11:36,384.02528041225300000000
1-26-2017-034-03,7241,34,3,2,26,10,2,5YJSA1H22FFP,5YJ,"TESLA, INC.",Tesla,,TESLA,Model S,2015,PASSENGER CAR,,,,,Hatchback/Liftback/Notchback,5,3 Phase A/C Induction (Dual Motor),,,FREMONT,CALIFORNIA,UNITED STATES (USA),,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,Lithium-ion/Li-Ion,,,,,,,Electric,,,,,,,,BEV (Battery Electric Vehicle),,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,,0,,,,,5YJSA1H2*FF***,Direct,09OCT19:08:17:24,384.02528041225300000000
1-26-2017-034-03,7241,34,3,3,26,10,2,1N4AL2AP3BC1,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2011,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,997,Smyrna Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,126.77,170.00,175.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL2AP*BC***,Direct,09OCT19:08:12:06,384.02528041225300000000
1-26-2017-035-02,7261,35,2,1,26,10,2,2HKRM3H3XEH5,2HK,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,CR-V,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),LX,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,K24Z7,2359.737216,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,5,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,137.95,185.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HKRM3H3*EH***,Indirect,09OCT19:08:13:55,438.62105526091600000000
1-26-2017-035-02,7261,35,2,2,26,10,2,1G1PG5S91B71,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Cruze,2011,PASSENGER CAR,LT,,,,Sedan/Saloon,4,LUJ,1400.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,,0,,,,,1G1PG5S9*B7***,Direct,09OCT19:08:09:38,438.62105526091600000000
1-26-2017-035-02,7261,35,2,3,26,10,2,KM8JM12B87U4,KM8,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Tucson,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),JM,,,,Wagon,,,2000.0,,ULSAN,,SOUTH KOREA,,,,,,,,,,,,,1034,Hyundai Motor Company,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,,,,,KM8JM12B*7U***,,09OCT19:08:18:54,438.62105526091600000000
1-26-2017-036-02,7311,36,2,1,26,10,2,JTDKB20U0776,JTD,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,PRIUS,2007,PASSENGER CAR,NHW20L,,,,Hatchback/Liftback/Notchback,4,INZ-FXE+3CM,1500.0,,KARIYA,AICHI,JAPAN,,,,,,,,,,,,,962,"Toyota Auto Body Corp., LTD",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,Electric,,In-Line,56.67,76.00,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,JTDKB20U*77***,,09OCT19:08:18:26,255.85691230446500000000
1-26-2017-036-02,7311,36,2,2,26,10,2,1C6RR7ST2FS6,1C6,FCA US LLC,Chrysler,,RAM,1500,2015,TRUCK,,ST,,,Pickup,,,5700.0,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Long,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,Crew/ Super Crew/ Crew Max,,,1C6RR7ST*FS***,,09OCT19:08:07:20,255.85691230446500000000
1-26-2017-037-08,7312,37,8,1,26,10,2,5TETX22N75Z0,5TE,"TOYOTA MOTOR MANUFACTURING, CALIFORNIA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Tacoma,2005,TRUCK,TRN220L/TRN225L/GRN225L,DLX,,,Pickup,2,2TR-FE,2700.0,,FREMONT,CALIFORNIA,UNITED STATES (USA),,,,,,,,,,,,,1063,"Toyota  Motor Manufacturing, California, Inc.",Long,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,4,2,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,118.57,159.00,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,5TETX22N*5Z***,,09OCT19:08:17:05,1502.31800595479000000000
1-26-2017-037-08,7312,37,8,2,26,10,2,4V4M19EG78N4,4V4,"VOLVO GROUP NORTH AMERICA, LLC",Volvo (Truck / Bus),,VOLVO TRUCK,VNM,2008,TRUCK,,,,,Truck,,D13,,,NEW RIVER VALLEY DUBLIN,VIRGINIA,UNITED STATES (USA),,,,,,,,,,,,,1015,,,,"Class 7: 26,001 - 33,000 lb (11,794 - 14,969 kg)",,,,,,,,,,,,,,,4x2,,,Air,,,,,,,Volvo,,,,,,,,279.64,375.00,424.00,,,,,,,,,,,,0,,MDHD: Conventional,,,4V4M19EG*8N***,,09OCT19:08:16:16,1502.31800595479000000000
1-26-2017-038-07,7362,38,7,1,26,10,2,JT2ST64C1G70,JT2,TOYOTA MOTOR CORPORATION,Toyota,,TOYOTA,Celica,1986,PASSENGER CAR,GT,,,,Coupe,2,2S-ELC,1995,,,,JAPAN,,,,,,,,,,,,,1057,Toyota Motor Corp.,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,,,,,,,,,,,Manual,,,,,,,,0,,,,,JT2ST64C*G7***,,09OCT19:08:18:19,4060.37946365181000000000
1-26-2017-038-07,7362,38,7,2,26,10,2,JNKBV61E98M2,JNK,"NISSAN MOTOR COMPANY, LTD",Nissan,,INFINITI,G35,2008,PASSENGER CAR,,,,,Sedan/Saloon,4,,3500.0,,,,JAPAN,,,,,,,,,,,,,996,Tochigi Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,JNKBV61E*8M***,Direct,09OCT19:08:18:14,4060.37946365181000000000
1-26-2017-039-09,7427,39,9,1,26,10,2,4T1GB11E8SU0,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Avalon,1995,PASSENGER CAR,XLS,,,,Sedan/Saloon,4,1MZ,3000.0,,GEORGETOWN,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,143.17,192.00,,,,,,,1st Row (Driver & Passenger),,,,,,0,,,,,4T1GB11E*SU***,,09OCT19:08:16:12,2005.24176090841000000000
1-26-2017-041-09,7457,41,9,1,26,10,2,4T1BE32K05U4,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2005,PASSENGER CAR,ACV30L/MCV30L/MCV31L,,,,Sedan/Saloon,4,2AZ-FE,2400.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,1088,"Toyota Motor Manufacturing, Kentucky, Inc",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,4T1BE32K*5U***,,09OCT19:08:15:55,2005.24176090841000000000
1-26-2017-041-09,7457,41,9,2,26,10,2,JHMCM56653C0,JHM,"HONDA MOTOR CO., LTD",Honda,,HONDA,Accord,2003,PASSENGER CAR,,LX,,,Sedan/Saloon,4,K24A4,2359.737216,Automatic,SAYAMA,SAITAMA,JAPAN,,,,,,,,,,,,,987,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,119.31,160.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JHMCM566*3C***,,09OCT19:08:17:48,2005.24176090841000000000
1-26-2017-043-04,7566,43,4,2,26,10,2,4T4BF1FKXDR2,4T4,"TOYOTA MOTOR MANUFACTURING, NORTHERN KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Camry,2013,PASSENGER CAR,ASV50L/GSV50L/AVV50L,,,,Sedan/Saloon,4,2AR-FE,2500.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1091,"Subaru of Indiana Automobile, Inc",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,132.73,178.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,,0,,,,,4T4BF1FK*DR***,Direct,09OCT19:08:16:14,3976.09796507240000000000
1-26-2017-044-03,7581,44,3,1,26,10,2,1FADP3F24FL2,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2015,PASSENGER CAR,SE,,,,Sedan/Saloon,4,,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Michigan Assy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,Flexible Fuel Vehicle (FFV),Stoichiometric gasoline direct injection (SGDI),In-Line,119.31,160.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,,,,,1FADP3F2*FL***,Direct,09OCT19:08:07:33,382.15173451401000000000
1-26-2017-044-03,7581,44,3,2,26,10,2,1N4AL3AP1EN3,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,997,Canton Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL3AP*EN***,Direct,09OCT19:08:12:09,382.15173451401000000000
1-26-2017-045-03,7582,45,3,1,26,10,2,1N4AL3AP5EC2,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,997,Smyrna Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL3AP*EC***,Direct,09OCT19:08:12:12,382.15173451740000000000
1-26-2017-045-03,7582,45,3,2,26,10,2,5N1AN08U15C6,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Xterra,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Wagon,4,,4000,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,Standard,,,,,,,,997,USA Smyrna Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,,,Gasoline,,,,,,,,,,,,,,,,,,0,,,,,5N1AN08U*5C***,,09OCT19:08:16:37,382.15173451740000000000
1-26-2017-046-06,7654,46,6,1,26,10,2,1GTSCUEA1AZ2,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2010,TRUCK,1/2 Ton,SL,,,Pickup,,L20,4800.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,GM,,8,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1GTSCUEA*AZ***,,09OCT19:08:11:12,1140.96324810198000000000
1-26-2017-047-04,7771,47,4,2,26,10,2,4S3BH6861176,4S3,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Legacy,2001,PASSENGER CAR,,,,,Wagon,4,,2500.0,Automatic,LAFAYETTE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1075,SIA,,,,,,,,,,,,,,,,,4,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,4S3BH686*17***,,09OCT19:08:15:46,3096.48034463521000000000
1-26-2017-048-04,7822,48,4,1,26,10,2,1FAHP2F83GG1,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Taurus,2016,PASSENGER CAR,Limited,,,,Sedan/Saloon,4,,3500.0,,CHICAGO,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,976,,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,214.76,288.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,,,,1FAHP2F8*GG***,Direct,09OCT19:08:07:46,2352.28892356996000000000
